Date,Text,_cached_page_id,_template,_type,url
['2014-05-26 00:00:00'],"[""With Fathers Day fast approaching, these intergalactic gifts for dad celebrate everyone's favourite epic film franchise, Star Wars. Created for the sci-fi obsessed dad, these tech accessories, kitchen tools and fashionable staples are inspired by the films' most memorable characters. Darth Vader inspired cuff links, sophisticated sci-fi tees and intergalactic tech tools are just some of the fun Fathers Day gifts for the avid Star Wars fan. Whether your dad is a fan of Han Solo or Darth Vader, the possibilities are endless with these intergalactic gift ideas. Any of these dad-approved items are sure to put a smile on your father's face this holiday. From custom art works to high-tech motorcycle designs, these gifts ideas feature a wide range of options fit for every budget.""]",fccd92e6a83a5abde0935e2c957c6af08ffd6a3c,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/intergalactic-gifts
['2015-11-23 00:00:00'],"[""In the past decade, men's grooming gifts and products have gone mainstream with dedicated lines from established beauty brands as well as unexpected expansions from companies not previously in the cosmetics realm. The Cowshed Bollocks line is the dedicated men's range from the Soho House skincare range. Inspired by the birthplace of the Cowshed, the original Cowshed spa in Somerset, the Cowshed Bollocks range offers an all-natural take on the needs of male skin. One great example of such an expansion is Carlsberg's recently announced range of men's shampoos and beard products. Formulated with freeze-dried beer, the Carlsberg grooming range benefits from the antioxidants and antibacterial acid, as well as the aromas and oils of the yeast and barley, to make an intriguing experimental product.""]",692da34b40485c845ee1a415c533a6b7d886dd56,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/mens-grooming-gifts
['2018-01-22 00:00:00'],"[""No matter what a drugstore brand promises, it's impossible to compete with the skills, expertise, and personal touch of a dermatologist; that personal aspect is exactly what Curology is aiming to provide for its consumers. The company pairs each consumer with a dermatologist who looks at their skin issues and crafts a personalized bottle, ensuring that every Curology user gets the perfect blend for their needs. Unfortunately, there aren't any ingredients that tackle every single skin issue at once. This means that any blend of skincare ingredients is bound to miss out on the specific problems that a given person has with their skin. Curology offers many of the same ingredients as leading skincare brands, but those ingredients are blended on a case-by-case basis for each consumer, making it precisely targeted rather than a blind crap-shoot.""]",b46491cbca6992f7ea1e49a7c2445470913e840e,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/curology
['2018-02-24 00:00:00'],"[""Between health-focused vodkas and seasonal drink creations, these February 2018 drink trends demonstrate the new and exciting additions to beverage industries' offerings. Brands are shifting to cater to a more health conscious consumer by offering low-calorie alternatives to traditional menu items. Some of the healthier standouts include Coca-Cola's diet re-brand, which is enticing consumers with new, sleek and colorful cans. Meanwhile, Vita Spirits have introduced a no-sugar, gluten-free vodka that's meant to be mixed with water. As for non-alcoholic beverages, brands like Starbucks are offering a variety of unique seasonal concoctions, including its pastel pink tea latte and its smokey butterscotch latte. Other bizarre offerings mentioned in this list include KFC's indulgent gravy-based cocktails, and Happy Lemon's cheese tea menu addition.""]",36eac07ca91037d3811069487587fc615ff14346,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/february-2018-drink
['2017-07-07 00:00:00'],"[""These examples of biometric convenience range from robot-run luxury hotels to connected police drones that utilize facial recognition as a means to capture criminals -- while aiming to reduce occurrences of wrongfully accused individuals in custody. When looking at biometric innovations that are making consumers' travel experiences more enjoyable, standouts include passport-free airline boarding along with hassle-free baggage checks. While British Airways' recently introduced a face-scanning identification system for easy boarding, American airline Delta's baggage check kiosks also rely on facial recognition to decrease wait times, while increasing efficiency. Other examples of biometric convenience to note include smart home security systems, buttonless fingerprint sensors, and emotion-sensing pop-up shops like eBay's recent brand activation which decoded visitors' facial expressions to reveal a set of recommended wish list items.""]",bee1c40e684c2c2c5df1ff694debf30261c84c3d,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/biometric
['2017-01-28 00:00:00'],"[""Whether it is for the purpose of making a task more simple to complete or to provide a function that was previously nonexistent, the top 2016 robot trends have seen a variety of different innovations. Some of the more prominent themes in this trend include home automation systems and home robot assistants. The 'Bearbot' was designed by Vivien Muller and comes in an endearing design that acts as the home's hub. The tiny robot was made to look like a bear in both shape and color, as well as in the facial expressions it uses throughout the day on its screen. The robot is able to control various aspects of the home – including laptops, lights, TVs, shutters, music and the thermostat. Homeowners can communicate actions to the bear using a simple sign language. This year has also seen the rise of robots that help in the home with various tasks that include scheduling and playing with children. One of the more interesting examples to arise from this trend is the concept proposed by Elon Musk – the idea for a domesticated robot. This proposal would offer live-in robots that are able to complete an array of home chores, many of which include cleaning. The proposal comes in response to the many responsibilities that consumers now have, both at work and in the home. For more insight into robots and tech-related trends in the upcoming year, Trend Hunter's 2017 Trend Report is available for free online.""]",682a3e6de76c0dc3a3e3e76d33f56eec18eb3cba,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/2016-robot-trends
['2018-03-24 00:00:00'],"[""It wouldn't be difficult to argue that architecture is the professional practice that has the largest bearing on any person's daily life, which makes the March 2018 architecture trends just as important as they are interesting. From our houses to our offices to everywhere else the average person goes, architecture guides and permeates the way in which people operate. Houses are surely what people feel most strongly about in the world of architecture, if only because one's house is where they are likely to spend the majority of their time. Perhaps one of the most interesting and daring houses among the March 2018 architecture trends is a home in Catalonia that opens itself completely to the outdoors. It has glass walls that can be rolled back by the occupants, but those walls are meant to be left open as much as possible, keeping the residents in touch with the natural world.""]",4dac3b4e09547cb1f6531f7e14d22c9ae525b299,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/march-2018-architecture
['2017-01-29 00:00:00'],"[""Shutterbugs have a lot of options these days, as these 2016 photography trends illustrate. Whether consumers are looking for something that can be worn throughout the day so they're never in danger of missing the perfect picture, or high-tech gear that gets them a defined bird's-eye view, there's plenty of products to choose from. For those interested in what's coming next, allow our 2017 Trend Reports to introduce you. The 'Relonch' is just one of the products that's included in these 2016 photography trends. A camera that automatically uploads images to iCloud, the Relonch prevents shots from getting lost and saves time on transferring. Well-suited to skiers and others taking part in intensive sports, GoPro's 'Remo' is voice-controlled so that athletes don't have to fiddle with equipment while they hit the slopes. Also featured are 360-degree recording glasses, fire-detecting security cameras and even ride-recording motorcycle helmets.""]",42726bca4441b45ff3cff66ea778536fe00ec655,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/2016-photography-trends
['2015-10-13 00:00:00'],"[""'Skipr' is a new service that removes commercials from live and recorded television programs. While internet streaming allows viewers to watch films and television shows without commercial interruptions, cable programs do not offer the same luxury. This service allows cable and satellite viewers to skip the commercials. Skipr is a small device that connects to a customer's cable or satellite box. Skipr uses Cloud Services to analyze live TV networks and communicate with the home device. The program detects when a break is about to occur and removes commercials accordingly. When a commercial break begins, the device will provide alternate content such as music or YouTube videos related to the show being watched. When the commercial break is over, Skipr will automatically return to the original program. The device works with live TV as well as programs that have been recorded with a PVR. The device provides a simple way for users to watch commercial-free programs anytime.""]",5c2145b4c2bbdbb75cf82721f06857e5c394a87f,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/removes-commercials
['2015-08-31 00:00:00'],"[""The 'Connect A Pot' is a self-watering magnetic pot by the upstart company Desima. This is a pot that can be placed anywhere in your home. It’s even possible to place it on a window via the super strong rare earth magnets. For those who often forget to water their plants, this innovation also offers the option of self-watering. The 'Connect A Pot' can be hung, placed on the ground or on any surface on which the magnets can stick. It can accommodate a wide range of plants including flowers and even herbs. For consumers interested in growing their own herbs, this self-sustaining pot is the perfect solution with minimal work but great results.""]",28bd7b720c5796c269bbfb8b0d37faec97d6028d,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/magnetic-planter
['2014-09-11 00:00:00'],"[""These DIY pop culture toys make great gifts or crafts for hardcore gamers, avid movie-watcher or just those who always tune in to watch the latest episodes of Game of Thrones or The Walking Dead. Although there are some fans who will go out of their way to collect all the official merchandise they can, these handmade toys can be inexpensively created. In addition to this, coming up with a design of your own truly shows your status as a fan, since the toy will be an original. These DIY toys make use of simple materials like paper, wood and yarn to bring some of the most iconic characters from TV and movies to life—with enough time, skill and patience, it's even possible to recreate the whole cast.""]",dce94bb82ec7d2af20bdb865da0d847a28061e61,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/pop-culture-toys
['2011-08-12 00:00:00'],"[""Storm Troopers and Darth Vader have gotten some love from Adidas, but it's time for the franchise's badass smuggler to get some attention with the Star Wars x Adidas Han Solo Sneakers. The on-going series between the sci-fi franchise and the sports company has been impressive so far and both do not disappoint with these kicks. The Star Wars x Adidas Han Solo Sneakers features a perforated upper for breathability, hook-and-loop ankle straps for support and a nice zip-up design up front. Look at the tongue of the shoe and you'll see Han Solo's face embedded onto it. The overall color scheme looks a lot like one of the flight jackets that's part of the Star Wars x Adidas collection, which is a great design approach. This sneaker is an indication of just how impressive this collaboration has been thus far.""]",074880cb558e7e6d297cc7544d0228fb98f3cd85,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/star-wars-x-adidas-han-solo-sneakers
['2012-11-10 00:00:00'],"[""For the confection and sci-fi lover, there's the Star Wars chocolate collection. Star Wars fans are sure to enjoy these chocolatier creations from the folks over at ZeeK Confeitaria. Each part is modelled after a different object or character from the classic film series. With several different kinds to choose from, including a Death Star filled with maraschino cherries, patrons will be happy to hear that each creation is available in white, milk or dark chocolate to satisfy the taste of even the most discerning sci-fi enthusiast. It would seem as though there is nothing that savvy designers won't recreate when it comes to Star Wars, judging by the number of goodies, both edible and inanimate, that are available on the market. The dessert business is yet another triumph for serious fans who want to eat, sleep and live surrounded by their favorite George Lucas-created characters.""]",d5b54956e5933568e888b9ee8b1d3dd1a9dc61cf,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/star-wars-chocolate
['2018-01-05 00:00:00'],"['For its client Magnum Vinhos, M&A Creative Agency created an expressive packaging design for Automático Wine. To emphasize the fact that the wine is one that\'s prepared with minimal human intervention, winemaker Carlos Lucas decided on the name ""Automático"" for the product. Inspired by the idea of a wine that can essentially make itself, the creative agency drew upon various automated mechanisms, such as buttons and dials. Unlike many romantic wine bottles that feature images of grapes and vineyards to paint a picture in the minds of consumers on the origins of the product, this one boasts a simple, mechanical design that is pared back. The red and yellow labels of Automático Wine embrace bold colors to catch the eye and represent the types of wine available.']",33686aadadb4922c0a1d34d9b97b03c7c0d4e197,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/automtico-wine
['2018-01-03 00:00:00'],"['After introducing its Nut-Buttered Coffee, Metabrew is now launching a Nut-Buttered Tea as an alternative that offers ""only about as much caffeine as grandma\'s tea."" Over the last few years, bulletproof coffee has emerged as an appealing breakfast-replacing alternative for busy consumers who want to get a potent, nutrient-dense shot of caffeine from a blend of black coffee, grass-fed butter and medium-chain triglyceride (MCT) from Brain Octane oil. This alternative combines cold-brewed organic black tea with raw cashew butter, MCT oil, and superfoods such as raw carob, raw baobab, vanilla, monk fruit and yacon syrup for sweetness. Although many tea blends are known to be less energizing than coffee, Metabrew\'s Nut-Buttered Tea is touted as an ""energy tea"" in a bottle that provides long-lasting energy. The low-caffeine beverage is also paleo and vegan.']",a43b0a09ae097e63b65c177ba0e8ea01cda8f681,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/metabrew
['2014-02-04 00:00:00'],"[""Someone was so displeased with the Superbowl game this past Sunday that he rebranded the entire franchise, changing it to the Star Wars National Football League. Considering how poorly the Bronco's played, fictional teams such as these would have breezed right past them to win the Lombardi Trophy without breaking a sweat. Conceived by John Raya, a designer based in Ciudad de Mexico, Mexico, the Star Wars National Football League concept is not only clever, but also well-executed. Comprised of 16 teams, which would take over an entire conference, the helmets envisioned for these teams stay true to the sports' traditional design. Emblazoned with logos that represent the team's name and hometown, these helmets revolve around such characters as the Jedis, Royal Guards and Walkers.""]",57437bb58c355774390a325752893b56de9d4a42,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/star-wars-national-football-league
['2014-02-14 00:00:00'],"['For black men, the multi-blade razors on the market have gone beyond desperate and comedic to annoying and even painful; enter the Bevel Shaving System. It is a collection of skincare products geared towards this specific demographic. While multi-blade razors are ok, if redundant, for men with straight hair, it causes the coarse curly hair of black to grown back into the skin. Created by Walker and Company, a business founded by Tristan Walker that aspires to be the Johnson & Johnson for people of color, the Bevel Shaving System is comprised of six items: a razor, blade, brush and three liquid products. He touts the line as ""the first and only end-to-end shaving system designed for men and women with coarse or curly hair.""']",7b1318d051c280809157257a4e25534f2d521c71,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/bevel-shaving-system
['2018-01-24 00:00:00'],"[""A limited amount of Karuizawa whiskey Emerald Geishas will finally be up for sale. The Emerald Geishas whiskey is bottled by Elixir Distillers and comes from the now defunct Karuizawa -- which officially closed its doors in 2001. There will be 170 bottles of Karuizawa 33-year-old and 265 bottles of Karuizawa 35-year-old up for sale at The Whiskey Exchange, with early critics expecting a very fast sellout. Complementing the absolute flavor of the whiskey is a beautiful bottle featuring Japanese art forms, combined with hot foil and intricate embellishments. Karuizawa whiskies are the current leading contender in the Japanese whiskey craze, as bottles have been auctioned and sold for double their original selling price. There is exclusivity tied to a Karuizawa whiskey, as the defunct distiller's product is incredibly renowned and only exists in limited qualities.""]",114e3b2f3d5737e1fd2145d670f02b88d23da3ed,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/karuizawa-whiskey
['2018-03-24 00:00:00'],"[""The Blubleu 'BlondeCrazy' bathroom fixture collection has been announced by the Italy based design brand and will be showcased at Salone del Mobile 2018 with a number of subtle features. Crafted from premium materials like glass, steel and wood, the collection looks to strike a balance between functionality and fashion to offer something that will look great without being too high-end for daily use. This speaks to the growing consumer preference for everyday luxury where designer aesthetics are incorporated into the design without straying from the original intention of the product. The Blubleu 'BlondeCrazy' collection consists of a bathtub, shower enclosure and washbasin, and has been announced alongside the Sciarada collection, both of which are named after the namesake films. Image Credit: Blubleu""]",7983141cadae850bc7bb1ffe11cba1ce19b162f8,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/blubleu-blondecrazy
['2016-10-02 00:00:00'],"['adidas is looking to the future of footwear manufacturing with its Futurecraft M.F.G project, which introduces dynamic pairs of sneakers made by robots in its SPEEDFACTORY in Germany. While there is some human intervention required for assembly, the majority of the sneakers are made completely by the robots that staff the SPEEDFACTORY. The Futurecraft M.F.G sneakers themselves were created from data collected by a motion-capture technology known as ARAMIS, which was used to form the high-performance running shoes. In total, just 400 pairs of the sleek Futurecraft M.F.G adidas sneakers will be released to the public. In this past year alone, footwear designs from leading shoe manufacturers around the world have advanced leaps and bounds with help from emerging technologies.']",3dc1811c42326f7d28044476c15b34e33f013bfd,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/futurecraft-mfg
['2018-02-23 00:00:00'],"['Winchester-based architect group AR Design Studio created the new Black House in Kent, England. This private residence features a unique contemporary design that draws influences from both modern and historic buildings in the area. The mass of the home is a large rectangle shape that is divided into blocks that all have a view of the pool and a large populus tree. Each block in the rectangle is linked to a different aspect of the garden, separated to create a courtyard in the center of the home. With multiple levels, the exterior of this home gives off a hard geometric feeling, with a contrasting interior filled with soft colors and large windows. The dramatic Black House in Kent, England boasts some of the best aspects of contemporary design. Image Credit: Martin Gardener, AR Design Studio']",e18f5869ea1b87801248f9cd41afdaa8900286c8,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/black-house-in-kent
['2016-04-19 00:00:00'],"[""The prevalence of smartphones being used as the main form of photography is becoming commonplace with new innovations like the 'X-Lens' camera lens case being created in kind. Designed by Damon Lin, the 'X-Lens' cam case works by being installed onto the top left and bottom right corner of the iPhone 6S. From here, the case would enable users to add or remove different kinds of lenses without having to keep various accessories on hand in order to keep them affixed to the device. The conceptual 'X-Lens' camera lens case would provide an exceptional design aesthetic that fits well with the design of the iPhone. It wouldn't detract from the sleek frame yet would add a touch of vital protection from drops.""]",86e65456f4d5672486e796894b600b4a20787c18,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/camera-lens-case
['2016-12-21 00:00:00'],"[""These smartphone add-ons range from modular camera lenses that boost the quality of phone photographs to mobile microscope adapters that are designed to upgrade devices to feature lab-grade capabilities. Other notable innovations in this realm include smartphone camera modules that are waterproof along with multi-functional device mounts that power iPhone and Apple Watch duos while doubling as a sleek display unit. Additionally, examples like Edward Snowden's controversial and privacy-protecting mobile case, the 'Introspection Engine' aim to block surveillance attempts and are ideal for those looking to avoid cases of identity theft or other similar security breaches. Rounding off this list are smartphone-sized guitar amps that offer premium sound quality despite their size and mobile storage keys that are handy for users looking to clear up their storage while on the go.""]",05afd97bf86f02584cf33de41cdba8578a60d95d,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/smartphone-addon
['2016-02-19 00:00:00'],"[""From state of the art open concept kitchens to ultra-minimalist all-white interiors, contemporary restaurant design can emerge from many points of inspiration but share commonalities like a push toward the use recycled materials. The Forest Restaurant and Bar was a three-month pop-up that ran on the roof of London's Selfridge's department store. The woods-themed culinary event offered outdoor dining in an idyllic setting lined with thin tree trunks and Christmas lights. The stunning contemporary restaurant setting prove that consumers are looking for a more tactile, multi-sensory dining experience with added value from art-inspired decor. The Coco Club in Bucharest, Romania is an industrial pub experience characterized by its English decor. Inspired by traditional English pubs, the establishment is given an industrial feel with the inclusion of wooden fences inside the bar.""]",df5db95625ee5e126e6629c99c755c74e6dcd4eb,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/contemporary-restaurant
['2015-07-22 00:00:00'],"[""Star Wars apparel is not complete without a pair of Star Wars-themed sneakers. These fresh and funky pieces are the epitome of geek chic. Star Wars fans deserve a pair of sneakers that portray the film's galactic aesthetic along with a stylish design. The Star Wars x Adidas Superstar 2.0 Shoes brand the notorious Planet Hoth across the popular Adidas Originals silhouette. Star Wars also teamed with Adidas to create a villainous pair of kicks known as the Superstars II. Much like the Superstars IIs, Adidas' Darksidestars are a pair of glow-in-the-dark sneakers that pay homage to Darth Vadar. Though the relationship between Adidas and Star Wars is quite strong, Vans has also dabbled in Star Wars apparel with its galactic Vault 2014 Collection.""]",d5673b1d586277be1470af41e7f0859a6e200ce7,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/star-wars-apparel
['2015-09-14 00:00:00'],"[""These pop culture jewelry designs express some of the most notable parts of today's popular culture. From emoji arm cuffs to Hello Kitty necklaces, these jewelry pieces are as modern as they come. Superheroes not only save the day but they also make stylish pop culture jewelry designs. While ladies can feel powerful in a gilded Wonder Woman ring, men are protectors of Gotham in bold Batman bands. Pop culture jewelry designs also display the heroes and villains of outer space; Boba Fett Bounty Hunter earrings are sci-fi chic, whereas a Darth Vader necklace is the perfect accessory for a rebellious look. Mattel's iconic Barbie doll also serves as a popular jewelry piece with the bank-breaking Barbie Rocks collection and dismembered Barbie necklaces.""]",81b34e4dd8d54cac7e7d8ad335a2c4036a8a0270,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/pop-culture-jewelry-designs
['2017-01-20 00:00:00'],"['The Know Brainer liquid creamers are a line of flavored additives for coffee that are packed with ingredients that make them suitable for alternative diets. Made using clarified butter that comes from milk sourced from grass-fed cows and MCT oil from coconuts, the Know Brainer coffee creamers contain no added sugar. The Know Brainer liquid creamers come in flavors including hazelnut, original ,vanilla bean and mocha, and are a great means of maintaining a weight loss regime without skimping on flavor. The creamers are packed with Omega-3 fatty acids as well as conjugated linoleic acid, which help to curb cravings and help increase metabolic levels. The Know Brainer coffee creamers are suitable for those who are practicing the ketogenic diet, the paleo diet and the Whole 30 diet.']",9de25e20693887012c53e569f279137df4da8ba8,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/liquid-creamer
['2011-02-10 00:00:00'],"[""Despite Rorschach's constant cruddy mood, 'Handmade Stuffs' shows us that sometimes, the tough guy needs a hug too. The amazing 'Handmade Stuffs' store transforms well-known comic characters into plush toys, courtesy of designer Jennifer, aka Kittyzilla. Some of the characters she's done include Cobra Commander from GI Joe and Skeletor from He-Man. My personal favorite is Batman and Robin. These awesome plushies are available on Etsy.""]",0df8b21083c71118fcc28e31a8ab3aeeb8295215,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/handmade-stuffs
['2017-08-11 00:00:00'],"[""Although there are plenty of MCT oil products that have come onto the market, especially with the rise of Bulletproof coffee, Nutiva is now setting itself apart as a producer of the world's first USDA-certified Organic MCT Oil. This means that no chemicals or filler oils are used in the creation of the product, creating a product with a clean taste. As the Organic MCT Oil from Nutiva is derived from just coconuts, the high-fat oil promises 13 grams of medium-chain triglycerides per serving, which is more than other brands can offer. In terms of usage, the oil is easily digested, energizing and may be used to support metabolic heath when used in everything from smoothies and shakes to one's morning coffee.""]",abe30fa8faec97f635506ea5ddd4519cc9b49bc8,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/mct-oil
['2015-09-10 00:00:00'],"[""Star Wars kitchen products bring the adventures of outer space to the most active space in your home. These appliances range from sci-fi salt shakers to villainous toasters. While the Millennium Falcon cutting board lets you chop veggies atop the iconic ship, the sophisticated Darth Vader butcher block makes chopping veggies a more sinister affair. A line of R2-D2-inspired appliances are sure to make cooking more fun while a timer inspired by the robot saves food from being overcooked. Moreover, Geek Alerts' robotic wine stopper keeps champagne bubbly for light years to come and ensures your favourite alcoholic beverages won't lose its flavor once uncorked. These Star Wars kitchen products also include a variety of geeky cups and glassware accessories -- stackable Star Wars mugs double as a decorative puzzle while a geeky beer stein allows users to enjoy a brew inspired by their favorite sci-fi characters.""]",8831b763ef70244ff946e76bac4431af7e81578c,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/star-wars-kitchen-products
['2018-02-20 00:00:00'],"[""These botanical flavor innovations range from nutty botanical lattes to artisan small-batch sodas. Sourced from fresh herbs and flowers, these food and beverage creations combine exceptional taste with nourishing ingredients and target health-conscious consumers. Mimicking flavored artisan spirits, products like Rocktails are an alcohol-free yet tasty alternative to craft beverages with a high alcohol content. The sparkling beverages are made with fresh ingredients like citrus peel, juniper and lavender, and offer a sophisticated blend that is ideal for those looking to cut down on alcohol consumption while cutting their calorie intake at the same time. When it comes to memorable food items, the Matterhorn ice cream from Jeni's is a frozen dessert featuring wildflower honey, almonds and white chocolate flakes and allows consumers to enjoy a guilt-free indulgence. More botanical flavor innovations to note include spicy herbal chips, sakura-scented coffee blends and even basil-infused drink garnishes like Artisan Sugar's herbal cocktail cubes that instantly take any diy beverage recipe to new heights.""]",5252360080bcec7e3d95bca9db03f8ca3956c197,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/botanical-flavor-innovations
['2018-03-20 00:00:00'],"[""The '3D Shower' by Duratex has been designed to offer an ultra-modern take on bathroom fixtures to identify what can be done to make them more stylish and appealing for design aficionados. Created using 3D printing technology, the shower head features a geometric aesthetic that is ornate and abstract with water being able to come through at all points in the oversized head. The use of 3D printing and thermoplastic resin to create the head enables it to be customized in terms of color to make it stand out or blend in to your bathroom aesthetic. The '3D Shower' by Duratex shower head identifies the way that the home decor market is becoming more decentralized thanks to new manufacturing methods that put the control in the consumers hands.""]",6a283614c1b275570191cba42b4ff3eee693a18d,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/3d-shower
['2016-01-22 00:00:00'],"[""'CrossChx Queue' is a new product that is designed to reduce hospital wait times. For many people, checking into a clinic can be a frustrating and time-consuming affair. Now there is a way to make the process more seamless by using biometric data. CrossChx Queue is a premium product that allows patients to check-in at any hospital or clinic with a finger scan. The device relies on the company's universal database of patient information called 'SafeChx.' This system links all of the patient's medical record so that they are easily available when the individual checks-in at a clinic. The system not only speeds up the check-in process, but it also makes it easier for physicians to carry out a diagnosis because the patient's history is readily available. The platform ultimately helps to reduce hospital wait times by streamlining the check-in process.""]",b8f00ddb9b36c9c4a3847e04e1f1a361701af28d,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/reduce-hospital-wait-times
['2018-03-24 00:00:00'],"[""Design inspiration can come from myriad places, as the March 2018 design trends show. Depending on the designer in question, a product might equally be inspired by an egg or a chicken, and it would be impossible to tell which of those designs came first. It's thus interesting to think about the inspiration behind the more outlandish of the March 2018 design trends. With the recent news surrounding the rocket launch of SpaceX's Falcon Heavy rocket, it's no surprise that some of the more science-inclined designers have found inspiration there. Cosine Additive founder Andrew McCalip owes his new chandelier design directly to that launch, but he's given credit where credit is due. The uniquely shaped light fixture has been named the 'Falcon 9 Rocket Chandelier' in honor of the rocket's success.""]",f98a6b9a34f5a4c6e8f2d628d6ee557dfa1948bf,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/march-2018-design
['2017-01-28 00:00:00'],"[""As smartphones evolve, the accessories that go along with them do too, which these 2016 mobile trends demonstrate. A slew of innovative cases arrived with the highly anticipated iPhone 7, as well as a few products to combat some of its major changes. In addition to Apple's adapters that allowed consumers to keep using their traditional headphones, a number of products that prevent the futuristic AirPods from getting lost also surfaced. For those who find themselves constantly striving to take the perfect selfie, there's the 'Ty-Lite,' an illuminated phone case that was designed by Beyoncé's stylist, Ty Hunter. Small add-ons have become more widely available too, with miniature projectors and professional camera lenses able to clip-on to one's device. In light of the Galaxy Note 7's unfortunate fate, creatives designed parody products in memory of its literal explosiveness, an example that's found within these 2016 mobile trends being the damaged battery iPhone case from UNIQFIND. Those interested in discovering what the future has to offer in mobile technology and beyond should check out our 2017 Trend Reports .""]",4e62a802fd8941a0e68d6d510af7fb880573e3c1,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/slideshow/2016-mobile-trends
['2016-11-10 00:00:00'],"[""With each new generation of smartphones built-in cameras are improving, and the Smove grip offers a way for amateur photographers and filmmakers to take advantage of that technology. Smove is a smartphone grip that stabilizes one's shots, as well as providing a host of other benefits. More than a simple, low-tech grip that makes it easier to hold a smartphone camera steadily, Smove links up directly with users' smartphones and add features to the camera software. For instance, Smove comes with a system that lets users automatically shoot 360 degree panoramas, synchronizing the smartphone's panorama feature with rotating motor on the grip of the device. Smove also comes with its own facial tracking software to help users focus in on the subject of their photos. Of course, the device is also effective for gripping and stabilizing smartphones.""]",dd6e5cfe5168451223b40007b83d0c04b5cb1e9d,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/smove
['2015-06-05 00:00:00'],"[""Wright & Company is an exciting gastro-bistro located in downtown Detroit that fuses vintage design with contemporary style. The stylish establishment opened in the summer of 2014 to an eagerly anticipating (and continually expanding) Detroit food scene. The restaurant comes from Marc Djozlija and Dave Kwiatkowski, the latter of whom is known for the city's well-known cocktail bar The Sugar House, which features a similar style of decor. The stunning Wright & Company interior features a tin ceiling, animal mounts and a stylized gem-inspired geometric logo that is complemented by craft cocktails, an impressive selection of regional beers and small plates fare. The historic building now houses a John Varvatos store on its ground floor, which is a sign of a the changing nature of downtown Detroit in itself, while Wright & Company occupies the second floor that was formerly a ballroom.""]",57d9f4aea5eea1cdedfac19eafaa508c1dd50ca7,5730-4b9a-be6d,Period Skin Care Companies maternity skin care,https://www.trendhunter.com/trends/wright-company
